Title,URL,Sentence,Label,Score
"On Bitcoin White Paper's 15th Anniversary, Wall Street Threatens to Swallow Its One-Time Challenger",https://www.coindesk.com/business/2023/10/31/on-bitcoin-white-papers-15th-anniversary-wall-street-threatens-to-swallow-its-one-time-challenger/,"Finance people are increasingly taking over the story – at least to the mainstream – around bitcoin, to an extent that is noteworthy.",Social,0.982140362
"On Bitcoin White Paper's 15th Anniversary, Wall Street Threatens to Swallow Its One-Time Challenger",https://www.coindesk.com/business/2023/10/31/on-bitcoin-white-papers-15th-anniversary-wall-street-threatens-to-swallow-its-one-time-challenger/,"That fits broadly with Satoshi's peer-to-peer vision, even if some of the folks that have adopted this mindset collect Wall Street-sized paychecks.",Social,0.974163651
"On Bitcoin White Paper's 15th Anniversary, Wall Street Threatens to Swallow Its One-Time Challenger",https://www.coindesk.com/business/2023/10/31/on-bitcoin-white-papers-15th-anniversary-wall-street-threatens-to-swallow-its-one-time-challenger/,"Or will they finally ditch the shepherds, as Satoshi might have hoped?",Social,0.878989875
Bitcoin and Crypto Closing Out Lame Quarter and One Analyst Believes More Pain Could Be in Store,https://www.coindesk.com/markets/2024/06/28/bitcoin-and-crypto-closing-out-lame-quarter-and-one-analyst-believes-more-pain-could-be-in-store/,"Among the movers, Solana (SOL) tumbled 30%, Ripple's (XRP) dropped 23% and Dogecoin (DOGE) plunged 42%.",Environmental,0.897742391
Bitcoin and Crypto Closing Out Lame Quarter and One Analyst Believes More Pain Could Be in Store,https://www.coindesk.com/markets/2024/06/28/bitcoin-and-crypto-closing-out-lame-quarter-and-one-analyst-believes-more-pain-could-be-in-store/,"In addition, while some bulls may have been excited that the presidential debate seemed to favor Donald Trump – who has recently come out as notably pro-crypto and pro-bitcoin – Thielen suggested President Biden's poor performance heightened the chance of a replacement Democratic nominee who might end up as a far more formidable opponent in the November election.",Social,0.866301477
"Bitcoin's Potential Rebound May Face Resistance at $65K, OnChain Analysis Shows",https://www.coindesk.com/markets/2024/07/01/bitcoins-potential-rebound-may-face-resistance-at-65k-onchain-analysis-shows/,Edited by Parikshit Mishra.,Social,0.876224935
First Mover Americas: Bitcoin Awaits PCE Inflation Report,https://www.coindesk.com/markets/2024/06/28/first-mover-americas-bitcoin-awaits-pce-inflation-report/,"This article originally appeared in First Mover, CoinDesk’s daily newsletter, putting the latest moves in crypto markets in context.",Social,0.929080963
First Mover Americas: Bitcoin Awaits PCE Inflation Report,https://www.coindesk.com/markets/2024/06/28/first-mover-americas-bitcoin-awaits-pce-inflation-report/,"Bitcoin consolidated above $61,000, lacking a clear directional bias before the release of the Fed's preferred inflation gauge, the core Personal Consumption Expenditures (PCE).",Environmental,0.856509447
First Mover Americas: Bitcoin Awaits PCE Inflation Report,https://www.coindesk.com/markets/2024/06/28/first-mover-americas-bitcoin-awaits-pce-inflation-report/,"A Trump victory in November could signal a shift toward more favorable regulatory conditions for the crypto industry, according to analysts at Bitfinex.",Social,0.887415111
First Mover Americas: Bitcoin Awaits PCE Inflation Report,https://www.coindesk.com/markets/2024/06/28/first-mover-americas-bitcoin-awaits-pce-inflation-report/,"“A Trump administration might prioritize creating a clear and supportive regulatory framework, encouraging innovation and investment in the crypto sector.",Social,0.954677165
Metaplanet Buys Another $1.2M Worth of Bitcoin as Investment Strategy Progresses,https://www.coindesk.com/business/2024/07/01/metaplanet-buys-another-12m-worth-of-bitcoin-as-investment-strategy-progresses/,"The focus on bitcoin was engendered by changes in the investment environment resulting from the Covid pandemic, according to the Metaplanet website.",Social,0.969853461
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,This is the news organization’s first major journalism award.,Social,0.979444146
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,Previous winners in that category include The Wall Street Journal’s series on Theranos and the International Consortium of Investigative Journalists’ stories on the so-called Panama Papers.,Social,0.975699067
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,"Created in 1949 by Long Island University to honor murdered war correspondent George Polk, the Polk Awards are among the most prestigious prizes in journalism and emphasize “investigative work that is original, resourceful and thought-provoking.” The trio of honored CoinDesk stories exemplified those qualities.",Social,0.985797584
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,“Despite all that Ian and Tracy’s incredible reporting exposed – and the fallout that it triggered – the crypto industry will continue to have a significant impact on the world.,Social,0.854940534
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,"It’s vital that it be covered with the kind of probing, well-informed, professional journalism embodied by these two reporters and their attentive, dedicated editors.” The industry-shaking Nov. 2 story from Allison, a senior reporter, resulted from a source’s tip that Sam Bankman-Fried’s closely held trading firm, Alameda Research, was on shakier financial footing than was generally known.",Social,0.969548345
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,"The article debuted in a world where FTX was fast becoming a household name thanks to a marketing blitz featuring Larry David, Tom Brady and Gisele Bündchen.",Social,0.944830954
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,Within days the price of FTT plummeted and Bankman-Fried agreed to a bailout from rival exchange Binance.,Social,0.911608994
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,"Hours later, Binance confirmed it was backing out of the deal.",Social,0.934618652
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,"Wang, a deputy managing editor, provided the third CoinDesk scoop honored by the Polk Awards: A story revealing that Bankman-Fried and nine co-workers lived together in a luxury Bahamas condominium and at times dated each other while running his companies – including the fact that Bankman-Fried and Alameda CEO Caroline Ellison had once been a couple.",Social,0.937539756
"CoinDesk Wins a Polk Award, One of Journalism's Top Prizes, for Explosive FTX Coverage",https://www.coindesk.com/business/2023/02/20/coindesk-wins-a-polk-award-a-top-journalism-prize-for-explosive-ftx-coverage/,There is little precedent in journalism history for a story that made such an impact and did it so quickly.,Social,0.977058172
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"June 27: Rebar Labs, building ""MEV-aware infrastructure, products and research"" for Bitcoin, has raised $2.9 million in seed funding, according to the team: ""Led by 6th Man Ventures, with participation from ParaFi Capital, Arca, Moonrock Capital and UTXO Management, the company aims to address MEV challenges in Bitcoin's expanding ecosystem.",Social,0.929659963
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"Rebar Labs is developing solutions to ensure fair value distribution, enable efficient markets and improve user and miner experiences in the Bitcoin ecosystem.""",Social,0.9351542
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"(LINK) June 27: Validator infrastructure provider SSV Network has revised its incentivized mainnet program (IMP) after a successful decentralized governance vote, according to the team: ""Key updates include extending the program to December 2024, restructuring reward tiers and excluding SAFE multisig wallets from eligibility.",Social,0.91811645
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"The new tiered rewards system offers significant APR boosts to early validators, enhancing incentives for participation.",Social,0.962034702
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"The revisions aim to maximize rewards, encourage validator engagement, and address previous program limitations.""",Social,0.959594607
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"Advanced Risk control–customizable user roles, on-chain and off-chain transaction policies, governance rules, approval workflows.",Governance,0.868378758
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"Seamless Development Environment- documentation & support across all popular programming languages, blockchain developers can quickly integrate Cobo’s WaaS (APIs & SDKs).""",Social,0.897958398
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"June 27: DFINITY Foundation, a major contributor to the Internet Computer Protocol (ICP) while also working on decentralized AI, has announced the launch of ""UTOPIA, aimed at tackling the $10 trillion global cybersecurity problem, through on-chain serverless clouds that offer unprecedented operational resilience and security,"" according to the team: ""This tech is crucial for high-risk, sensitive sectors such as defense, utilities and financial services, ensuring unbreakable security and 100% digital sovereignty.""",Social,0.934693098
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"Unlike Worldcoin which uses orbs to scan eyeballs, Rarimo uses smartphones to scan passports and verify its users.",Social,0.854832292
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"June 27: Superchain Network and Anyone Protocol have joined forces to revolutionize privacy management in decentralized environments, according to the team: ""Leveraging Anyone Protocol’s DePIN Network ‘Anon’ and Superchain Network's useable data, this partnership ensures unparalleled security, privacy, speed and data sovereignty.",Social,0.913605928
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,"Protocol Village is a regular feature of The Protocol, our weekly newsletter exploring the tech behind crypto, one block at a time.",Social,0.850202858
"Protocol Village: Crypto Losses From Hacks, Rug Pulls Doubled to $572M in Q2: Immunefi Report",https://www.coindesk.com/tech/2024/06/27/protocol-village/,Project teams can submit updates here.,Social,0.894811869
"Long Dormant Whale Sends $61M BTC to Coinbase, On-Chain Data Shows",https://www.coindesk.com/markets/2024/06/28/long-dormant-whale-sends-61m-btc-to-coinbase-onchain-data-shows/,"This quarter, there has been a noticeable increase in the so-called dormant bitcoin wallets stirring into action by moving coins to exchanges.",Social,0.860980749
"Long Dormant Whale Sends $61M BTC to Coinbase, On-Chain Data Shows",https://www.coindesk.com/markets/2024/06/28/long-dormant-whale-sends-61m-btc-to-coinbase-onchain-data-shows/,"On Thursday, a wallet tied to a bitcoin miner woke up for the first time in 14 years and sent 50 BTC to Binance.",Social,0.866779149
"Long Dormant Whale Sends $61M BTC to Coinbase, On-Chain Data Shows",https://www.coindesk.com/markets/2024/06/28/long-dormant-whale-sends-61m-btc-to-coinbase-onchain-data-shows/,Edited by Parikshit Mishra.,Social,0.876224935
First Mover Americas: BTC’s Recovery Stalls as Dollar Rallies,https://www.coindesk.com/markets/2024/06/27/first-mover-americas-btcs-recovery-stalls-as-dollar-rallies/,"This article originally appeared in First Mover, CoinDesk’s daily newsletter, putting the latest moves in crypto markets in context.",Social,0.929080963
First Mover Americas: BTC’s Recovery Stalls as Dollar Rallies,https://www.coindesk.com/markets/2024/06/27/first-mover-americas-btcs-recovery-stalls-as-dollar-rallies/,"Crypto traders will closely watch the Biden-Trump presidential debate, set for 21:00 EST, for clues on what the outcome of November's election might mean for the industry.",Social,0.902392209
First Mover Americas: BTC’s Recovery Stalls as Dollar Rallies,https://www.coindesk.com/markets/2024/06/27/first-mover-americas-btcs-recovery-stalls-as-dollar-rallies/,Edited by Sheldon Reback.,Social,0.858677864
"Renewed Bullishness Expected After Bitcoin, Ether's $10B Options Expiry on Friday",https://www.coindesk.com/markets/2024/06/26/renewed-bullishness-expected-after-bitcoin-ethers-10b-options-expiry-on-friday/,Edited by Parikshit Mishra.,Social,0.876224935
"First Mover Americas: Germany Moves 750 BTC, Altcoins Bleed Liquidity",https://www.coindesk.com/markets/2024/06/26/first-mover-americas-germany-moves-750-btc-altcoins-bleed-liquidity/,"This article originally appeared in First Mover, CoinDesk’s daily newsletter, putting the latest moves in crypto markets in context.",Social,0.929080963
"First Mover Americas: Germany Moves 750 BTC, Altcoins Bleed Liquidity",https://www.coindesk.com/markets/2024/06/26/first-mover-americas-germany-moves-750-btc-altcoins-bleed-liquidity/,"The government holds over 45,000 BTC.",Social,0.950876117
"First Mover Americas: Germany Moves 750 BTC, Altcoins Bleed Liquidity",https://www.coindesk.com/markets/2024/06/26/first-mover-americas-germany-moves-750-btc-altcoins-bleed-liquidity/,The Cardano blockchain demonstrated its resilience by successfully repelling a distributed denial of service (DDoS) attack aimed at stealing staked tokens on Tuesday.,Social,0.923657238
"First Mover Americas: Germany Moves 750 BTC, Altcoins Bleed Liquidity",https://www.coindesk.com/markets/2024/06/26/first-mover-americas-germany-moves-750-btc-altcoins-bleed-liquidity/,"In a DDoS attack, a large number of compromised computers, known as ""bots"" or ""zombies,"" flood a target with excessive traffic, causing it to become overloaded and inaccessible.",Social,0.866848946
"First Mover Americas: Germany Moves 750 BTC, Altcoins Bleed Liquidity",https://www.coindesk.com/markets/2024/06/26/first-mover-americas-germany-moves-750-btc-altcoins-bleed-liquidity/,"Philip Disarro, the founder of Cardano development firm Anastasia, said the attack could be stopped by deregistering the stake credentials used by the attacker.",Social,0.958312452
"First Mover Americas: Germany Moves 750 BTC, Altcoins Bleed Liquidity",https://www.coindesk.com/markets/2024/06/26/first-mover-americas-germany-moves-750-btc-altcoins-bleed-liquidity/,The attack was halted shortly after his post.,Social,0.934017241
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"The crypto market showed no signs of excitement ahead of Thursday's pivotal U.S. Presidential debate between incumbent Joe Biden and his crypto-friendly Republican candidate, Donald Trump.",Social,0.910389662
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"Per TS Lombard, the first presidential debate of 2024, set for Thursday at 21:00 ET, is likely to bring ""a few voter surprises but has the potential to recast if not shape up a dead heat race.""",Social,0.953836858
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"""If shaky Biden underperforms his rival, pressure from big Democrat donors to ditch his candidacy will surge, especially with Biden now trailing on fundraising for the second straight month.",Social,0.985013545
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"If Trump goes off the rails, Republicans may wince, but the GOP ticket won't change.",Social,0.933196425
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"Rather, the onus will shift to Trump's as-yet-announced VP pick to steady his campaign,"" TS Lombard said in a note to clients on Tuesday.",Social,0.959718347
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"Meanwhile, Biden has been silent, having asked federal agencies to explore risks and opportunities, including the potential debut of a Fed-managed central bank digital currency.",Social,0.937939465
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"""Ahead of tonight's first presidential debate, crypto traders will be watching keenly for clues as to what November's election could mean for Bitcoin and the wider sector,"" said Neil Roarty, analyst at investment platform Stocklytics in an email to CoinDesk.",Social,0.939140201
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,"Aside from the vocal support he’s given, bitcoin has tended to perform well during periods of political and economic uncertainty, and a second Trump presidency will likely see more of both,"" Roarty added.",Social,0.98246944
"PoliFi Tokens, BTC Under Pressure Ahead of Biden-Trump Debate",https://www.coindesk.com/markets/2024/06/27/polifi-tokens-btc-under-pressure-ahead-of-biden-trump-debate/,Edited by Parikshit Mishra.,Social,0.876224935
Bitcoin Falls After U.S. Sends $240M Worth of Silk Road-Related BTC to Coinbase,https://www.coindesk.com/markets/2024/06/26/bitcoin-falls-after-us-sends-240m-worth-of-silk-road-related-btc-to-coinbase/,"Some 3,940 bitcoin originally seized from a Silk Road vendor was moved by the the wallet, according to an Arkham Intelligence social media post.",Social,0.974254727
Bitcoin Falls After U.S. Sends $240M Worth of Silk Road-Related BTC to Coinbase,https://www.coindesk.com/markets/2024/06/26/bitcoin-falls-after-us-sends-240m-worth-of-silk-road-related-btc-to-coinbase/,"""This BTC was originally seized from narcotics trafficker Banmeet Singh, and forfeited at trial in January 2024,"" the post said.",Social,0.927230179
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"WikiLeaks co-founder Julian Assange earlier this week received a donation of 8.07 bitcoin (BTC) from one entity, helping to cover the cost of a private jet that flew him out of the UK and ultimately to freedom in Australia after he reached a plea deal with the U.S. Department of Justice (DOJ).",Social,0.955498278
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"Initially, Assange's wife Stella made an ""emergency appeal"" to raise £520,000 to pay for the transport, setting up a crowdfunding page that allowed people to donate in fiat currency via credit cards or bank transfer.",Social,0.973394871
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"With that site notably not allowing crypto for donations, the family quickly moved to set up another page to accept bitcoin.",Social,0.963970244
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"Up to this point, the bitcoin address has received 34 donations totaling just over $500,000.",Social,0.976810575
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"The overwhelming majority, however, came from just that one 8.07 BTC donation.",Social,0.889879644
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"The original fiat site has also received about $500,000 in donations.",Social,0.976049662
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"""Julian’s travel to freedom comes at a massive cost: Julian will owe USD 520,000 which he is obligated to pay back to the Australian government for charter Flight VJ199,"" Stella Assange wrote on X.",Social,0.983614445
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,"""He was not permitted to fly commercial airlines or routes to Saipan and onward to Australia.",Social,0.92750895
Julian Assange Received $500K Bitcoin Donation From Anonymous Bitcoin Whale,https://www.coindesk.com/business/2024/06/27/julian-assange-received-500k-bitcoin-donation-from-anonymous-bitcoin-whale/,In a 2014 interview Assange said that WikiLeaks and bitcoin "kept each other alive.",Social,0.983463109
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,June 26: Algorand Foundation announced at its annual Decipher conference in Barcelona that it has created a new "implementation for decentralized authentication and communication called LiquidAuth.",Social,0.950837195
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"According to the team: ""LiquidAuth, a decentralized, free-to-use, open-source, and chain-agnostic authentication tool provides greater security and privacy to users than centralized solutions like WalletConnect.",Social,0.913366199
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"By authenticating peer-to-peer communication between wallets and apps/dApps using established standards, LiquidAuth improves security across Web2 and Web3.",Social,0.95032531
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,According to the team: "Propeller is a real-time messaging app connecting users directly with product teams for feedback.,Social,0.935355008
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,Propeller challenges one-way feedback systems by enabling dynamic conversations between users and product teams.,Social,0.954307675
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"Users can share ideas, help improve products and receive rewards for valuable input.",Social,0.971831322
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"River’s token-gated memberships and on-chain verification ensure feedback comes from verified community members, with memberships existing as NFTs.""",Social,0.987160325
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"June 26: Covalent, the leading modular data infrastructure layer, closed a $5 million strategic funding round, to bring long-term data availability and the Ethereum Wayback Machine to APAC, aiming to cultivate blockchain and AI innovations in Asia, according to the team.",Social,0.869210303
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,Covalent also unveils the New Dawn Initiative: a complete rebrand to align itself closer to its crypto-native community.,Social,0.965335608
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,The BEP-341 proposal has been published on the BNB Chain forum for community discussion and input.",Social,0.977097094
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,"According to the team: ""Atomium will be used to incentivize community members to test the network for bugs, vulnerabilities and performance issues in order to fortify the network ahead of mainnet launch.",Social,0.888720632
Protocol Village: Algorand Foundation Positions New 'LiquidAuth' as Decentralized WalletConnect,https://www.coindesk.com/tech/2024/06/20/protocol-village/,Participants will be incentivized to engage in the testing process with 0.65% of token supply or 3.3 million SHM allocated towards community contributions.,Social,0.978664398
